subject_id,session_id,run_id,task,bold_file,motion_parameter_file,chunk_start,chunk_end,chunk_mean_fd,chunk_max_fd,n_safe_vols_in_run,n_total_vols_in_run
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,235,254,0.167837,0.23561,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,271,290,0.134316,0.216099,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,291,310,0.136686,0.228429,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,311,330,0.139139,0.223496,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,433,452,0.154142,0.21679,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,453,472,0.12488,0.225649,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,504,523,0.138571,0.227915,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,541,560,0.115882,0.174491,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,561,580,0.129126,0.226331,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,581,600,0.130611,0.19644,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,601,620,0.136654,0.238089,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,621,640,0.124216,0.199887,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,641,660,0.141046,0.22719,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,696,715,0.113911,0.213089,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,716,735,0.141724,0.247083,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,765,784,0.139728,0.202474,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,785,804,0.114983,0.197516,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,805,824,0.147533,0.233368,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,825,844,0.126041,0.23848,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,845,864,0.137035,0.194952,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,865,884,0.118754,0.19382,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,885,904,0.132878,0.215893,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,922,941,0.110429,0.218739,719,1000
ICC189,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC189/ses-1/func/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC189/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,966,985,0.13614,0.241437,719,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,22,41,0.138188,0.240457,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,42,61,0.153188,0.234212,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,62,81,0.150035,0.2369,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,82,101,0.113916,0.194857,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,162,181,0.123424,0.196336,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,182,201,0.095698,0.160814,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,202,221,0.106285,0.177155,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,222,241,0.097589,0.245146,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,242,261,0.079162,0.120516,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,262,281,0.067381,0.123355,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,282,301,0.088735,0.204988,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,302,321,0.078669,0.175699,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,322,341,0.069989,0.121317,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,342,361,0.084487,0.168842,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,362,381,0.075344,0.141815,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,382,401,0.066488,0.150791,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,402,421,0.082924,0.15446,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,422,441,0.099936,0.165127,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,442,461,0.068514,0.170909,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,462,481,0.101679,0.167972,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,482,501,0.097102,0.182476,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,502,521,0.09229,0.174793,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,522,541,0.096099,0.136483,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,542,561,0.083072,0.163503,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,562,581,0.09963,0.196727,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,582,601,0.113493,0.170193,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,602,621,0.088574,0.155221,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,622,641,0.074499,0.118969,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,642,661,0.07687,0.145599,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,662,681,0.099898,0.145818,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,682,701,0.092029,0.146625,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,702,721,0.095393,0.158259,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,722,741,0.12786,0.191574,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,742,761,0.105586,0.190413,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,762,781,0.086725,0.124996,921,1000
ICC191,1,001,rest10,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC191/ses-1/func/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/motion_parameters/_subject_id_ICC191/_run_001_session_1_task_name_rest10/_referencetype_standard/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf.nii.par,782,801,0.092787,0.17595,921,1000
